District_Name,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Farm_Size_Acres
Satara,55,45,75,6.5,221.921021,35,68.64438443
Satara,60,45,75,6.5,695.8262635,35,27.67441058
Satara,40,50,80,5.5,727.1634768,20,60.27361076
Satara,45,50,80,5.5,1657.620297,20,44.94943132
Satara,50,50,80,5.5,1536.313367,20,60.0990684
Satara,55,50,80,5.5,352.4322265,20,29.79709349
Satara,60,50,80,5.5,786.730354,20,71.8296454
Satara,40,55,60,6,652.339724,25,80.78700725
Satara,45,55,60,6,1271.819338,25,26.73173091
Satara,50,55,60,6,1174.721552,25,30.76143543
Satara,55,55,60,6,1422.04305,25,66.4542727
Satara,60,55,60,6,1839.313698,25,69.86293226
Satara,40,60,65,6.5,957.9324037,30,70.70586876
Satara,45,60,65,6.5,1380.66322,30,68.58715197
Satara,50,60,65,6.5,1853.034485,30,39.88796398
Satara,55,60,65,6.5,1175.025052,30,40.09051377
Satara,60,60,65,6.5,754.9057641,30,26.22694474
Satara,40,40,75,5.5,925.2202779,35,16.52653629
Satara,45,40,75,5.5,1558.304582,35,69.56516056
Satara,50,40,75,5.5,1496.020085,35,10.22568981
Satara,55,40,75,5.5,1547.147723,35,93.84143639
Satara,60,40,75,5.5,1537.934402,35,82.84194406
Satara,40,45,80,6,1856.826018,20,85.89306826
Satara,45,45,80,6,1575.209263,20,90.76021265
Satara,50,45,80,6,1739.786755,20,41.4518921
Satara,55,45,80,6,1232.680971,20,84.82337161
Satara,60,45,80,6,1359.508496,20,16.64806873
Satara,40,50,60,6.5,1941.895053,25,3.142537666
Satara,45,50,60,6.5,1766.541577,25,78.70424807
Satara,50,50,60,6.5,1599.248433,25,8.404868152
Satara,55,50,60,6.5,1433.926356,25,98.86394207
Satara,60,50,60,6.5,845.332828,25,67.80484653
Satara,40,55,65,5.5,1186.626015,30,75.59152131
Satara,45,55,65,5.5,299.2307393,30,25.33458177
Satara,50,55,65,5.5,949.1001493,30,67.712674
Satara,55,55,65,5.5,401.4135519,30,5.278773788
Satara,60,55,65,5.5,1511.551165,30,83.94474627
Satara,40,60,70,6,1806.171747,35,17.79278521
Satara,45,60,70,6,513.3493922,35,70.03844862
Satara,50,60,70,6,642.2300908,35,23.22356962
Satara,55,60,70,6,1742.565697,35,7.776863773
Satara,60,60,70,6,1254.497916,35,48.66787418
Satara,40,40,80,6.5,1258.955989,20,17.75933482
Satara,45,40,80,6.5,1213.177456,20,73.21495484
Satara,50,40,80,6.5,592.8693693,20,24.51901849
Satara,55,40,80,6.5,637.9454274,20,34.90478307
Satara,60,40,80,6.5,1909.357608,20,57.17648588
Satara,40,45,60,5.5,1502.246274,25,29.21185948
Satara,45,45,60,5.5,362.7820767,25,38.4208235
Satara,50,45,60,5.5,601.288889,25,81.74655533
Satara,55,45,60,5.5,1328.807938,25,18.74177511
Satara,60,45,60,5.5,710.2376965,25,9.137957359
Satara,40,50,65,6,653.1205808,30,33.50742073
Satara,45,50,65,6,564.2263874,30,43.01329993
Satara,50,50,65,6,534.3083544,30,54.72326893
Satara,55,50,65,6,1303.995047,30,37.86994592
Satara,60,50,65,6,1830.527883,30,79.20125832
Satara,40,55,70,6.5,850.0373407,35,4.892629279
Satara,45,55,70,6.5,418.7154825,35,43.74498628
Satara,50,55,70,6.5,423.7388168,35,38.84333555
Satara,55,55,70,6.5,1880.641469,35,65.11027059
Satara,60,55,70,6.5,1151.723861,35,96.66134894
Satara,40,60,75,5.5,1039.313919,20,51.52716526
Satara,45,60,75,5.5,1803.334239,20,98.70080785
Satara,50,60,75,5.5,1112.803287,20,30.9226901
Satara,55,60,75,5.5,1065.078007,20,4.055945122
Satara,60,60,75,5.5,1867.97456,20,17.40065358
Satara,50,50,40,5.5,1054.026421,20,40.11736359
Satara,55,50,40,5.5,903.7299364,20,32.31705701
Satara,60,50,40,5.5,1246.991838,20,10.60835897
Satara,50,55,45,6,1959.016757,25,43.83335066
Satara,55,55,45,6,1934.892277,25,34.47346139
Satara,60,55,45,6,1596.082527,25,13.13930283
Satara,50,60,50,6.5,1098.705547,30,30.31559593
Satara,55,60,50,6.5,1786.631075,30,88.75716948
Satara,60,60,50,6.5,954.8893611,30,30.90283768
Satara,50,50,45,7,1352.257481,20,71.6815869
Satara,55,50,45,7,522.9683185,20,61.59266089
Satara,60,50,45,7,1390.317764,20,43.29093508
Satara,50,55,50,7.5,696.9906489,25,24.66353804
Satara,55,55,50,7.5,1589.155367,25,37.53245524
Satara,60,55,50,7.5,945.2722904,25,59.61861413
Satara,50,60,40,5.5,917.1376122,30,35.72456826
Satara,55,60,40,5.5,1543.839765,30,22.27474692
Satara,60,60,40,5.5,965.5735505,30,12.52981214
Satara,50,50,50,6,1485.238443,20,88.09692685
Satara,55,50,50,6,1739.118009,20,44.5909846
Satara,60,50,50,6,446.3815424,20,62.89562385
Satara,50,55,40,6.5,1062.241393,25,49.55062575
Satara,55,55,40,6.5,1900.840754,25,87.38408532
Satara,60,55,40,6.5,1661.926613,25,55.14655039
Satara,50,60,45,7,1952.502079,30,48.59736038
Satara,55,60,45,7,1748.555222,30,92.53549805
Satara,60,60,45,7,758.3956723,30,72.24927001
Satara,60,40,40,6,522.4746981,15,12.04344083
Satara,65,40,40,6,578.975248,15,18.59274166
Satara,70,40,40,6,590.406929,15,78.92516343
Satara,75,40,40,6,336.3255107,15,83.7492808
Satara,80,40,40,6,1832.231167,15,54.97389208
Satara,60,45,45,6.5,1104.587461,20,55.89106756
Satara,65,45,45,6.5,382.288156,20,63.56136332
Satara,70,45,45,6.5,1572.754892,20,44.47246165
Satara,75,45,45,6.5,786.1533178,20,68.33971322
Satara,80,45,45,6.5,327.8675141,20,11.7396445
Satara,60,50,50,7,541.5618038,25,96.16664499
Satara,65,50,50,7,1383.589685,25,75.26532756
Satara,70,50,50,7,1629.211332,25,63.4862462
Satara,75,50,50,7,656.618079,25,32.31588364
Satara,80,50,50,7,1238.704887,25,16.93459326
Satara,60,55,55,7.5,201.5706041,15,41.52495342
Satara,65,55,55,7.5,701.0974471,15,66.49609732
Satara,70,55,55,7.5,526.9408793,15,63.7372646
Satara,75,55,55,7.5,337.7832044,15,38.88147435
Satara,80,55,55,7.5,1071.011537,15,61.71535299
Satara,60,60,60,6,1335.827927,20,81.56108126
Satara,65,60,60,6,283.4774366,20,3.602192461
Satara,70,60,60,6,448.2041226,20,45.61148375
Satara,75,60,60,6,1878.124122,20,76.09696762
Satara,80,60,60,6,601.6031177,20,55.06830258
Satara,60,40,45,6.5,1567.977944,25,65.4961327
Satara,65,40,45,6.5,1545.922991,25,52.15096287
Satara,70,40,45,6.5,778.8485043,25,99.19557992
Satara,75,40,45,6.5,567.4104186,25,6.407532112
Satara,80,40,45,6.5,639.1109965,25,49.61343736
Satara,60,45,50,7,1218.618141,15,10.05023836
Satara,65,45,50,7,886.0862368,15,16.81877065
Satara,70,45,50,7,1092.017645,15,38.92079669
Satara,75,45,50,7,1660.90247,15,16.39846906
Satara,80,45,50,7,1104.133493,15,96.40502943
Satara,60,50,55,7.5,1991.412066,20,94.7321879
Satara,65,50,55,7.5,1398.500847,20,34.27485498
Satara,70,50,55,7.5,573.0457846,20,64.33502349
Satara,75,50,55,7.5,1099.133808,20,53.84157874
Satara,80,50,55,7.5,1664.1519,20,81.74311107
Satara,60,55,60,6,592.9427628,25,63.11711537
Satara,65,55,60,6,1512.95985,25,1.024992995
Satara,70,55,60,6,260.2082615,25,76.55426418
Satara,75,55,60,6,1896.740897,25,74.93796401
Satara,80,55,60,6,1394.051149,25,51.46254785
Satara,60,60,40,6.5,492.6265476,15,90.38897835
Satara,65,60,40,6.5,1773.730459,15,90.93617436
Satara,70,60,40,6.5,347.2772256,15,52.86725599
Satara,75,60,40,6.5,930.6721346,15,61.19083489
Satara,80,60,40,6.5,1526.508811,15,99.65568512
Satara,60,40,50,7,1887.331929,20,30.58320325
Satara,65,40,50,7,827.8584803,20,33.13710699
Satara,70,40,50,7,1694.920216,20,19.09461636
Satara,75,40,50,7,554.1540638,20,89.69082698
Satara,80,40,50,7,263.1986645,20,74.7043506
Satara,60,45,55,7.5,251.7697699,25,11.45864204
Satara,65,45,55,7.5,1384.706884,25,98.19496777
Satara,70,45,55,7.5,477.5731507,25,73.36520911
Satara,75,45,55,7.5,290.5837587,25,85.20168885
Satara,80,45,55,7.5,1958.145546,25,5.766928128
Satara,60,50,60,6,635.622083,15,50.99113098
Satara,65,50,60,6,1032.598069,15,70.16123039
Satara,70,50,60,6,1303.54605,15,54.75171187
Satara,75,50,60,6,460.0208659,15,66.9980991
Satara,80,50,60,6,842.9039492,15,81.9695323
Satara,60,55,40,6.5,1365.872321,20,38.05936923
Satara,65,55,40,6.5,1351.571091,20,85.01819889
Satara,70,55,40,6.5,1715.703156,20,17.12869437
Satara,75,55,40,6.5,987.360379,20,27.81771945
Satara,80,55,40,6.5,1801.689726,20,5.291216373
Satara,60,60,45,7,1427.946924,25,37.07825432
Satara,65,60,45,7,1211.789351,25,38.61104494
Satara,70,60,45,7,410.8462869,25,80.72178912
Satara,75,60,45,7,1234.467042,25,65.65993636
Satara,80,60,45,7,1270.409632,25,44.23553326
Satara,60,40,55,7.5,1565.847889,15,65.55928388
Satara,65,40,55,7.5,1494.450321,15,6.225551701
Satara,70,40,55,7.5,1153.964323,15,18.84688207
Satara,75,40,55,7.5,1267.092509,15,63.06783767
Satara,80,40,55,7.5,1590.216882,15,64.4953151
Satara,60,45,60,6,832.5924718,20,77.63933121
Satara,65,45,60,6,442.9480081,20,40.89697615
Satara,70,45,60,6,1773.738885,20,72.53285556
Satara,75,45,60,6,1937.033795,20,68.71405292
Satara,80,45,60,6,972.7487097,20,96.37594446
Satara,60,50,40,6.5,1982.557621,25,22.29789242
Satara,65,50,40,6.5,780.8508467,25,55.61627681
Satara,70,50,40,6.5,319.8333694,25,60.57467977
Satara,75,50,40,6.5,1230.427246,25,99.86614061
Satara,80,50,40,6.5,1762.761232,25,20.91723007
Satara,60,55,45,7,1311.467273,15,52.79858398
Satara,65,55,45,7,216.9688668,15,35.27234546
Satara,70,55,45,7,221.2988265,15,53.06340389
Satara,75,55,45,7,1503.831931,15,23.98073161
Satara,80,55,45,7,1721.617392,15,5.713625464
Satara,60,60,50,7.5,655.4660764,20,57.68397994
Satara,65,60,50,7.5,1046.235902,20,34.24957727
Satara,70,60,50,7.5,1929.963621,20,19.01219877
Satara,75,60,50,7.5,1029.03335,20,33.06962104
Satara,80,60,50,7.5,444.4653789,20,5.878739943
Satara,60,40,60,6,1840.975412,25,95.09378117
Satara,65,40,60,6,1091.301805,25,58.53364358
Satara,70,40,60,6,819.7524957,25,81.66209945
Satara,75,40,60,6,375.3789003,25,42.88870156
Satara,80,40,60,6,1024.882935,25,90.42815209
Satara,60,45,40,6.5,1585.410984,15,48.84850393
Satara,65,45,40,6.5,1490.931818,15,57.8205869
Satara,70,45,40,6.5,1093.857771,15,49.68760403
Satara,75,45,40,6.5,1495.163623,15,73.59455129
Satara,80,45,40,6.5,831.3690231,15,57.09895168
Satara,60,50,45,7,1523.482765,20,27.88829343
Satara,65,50,45,7,354.3214849,20,15.4084136
Satara,70,50,45,7,558.6212601,20,61.0063145
Satara,75,50,45,7,1779.90198,20,49.42881619
Satara,80,50,45,7,728.5797325,20,10.50159397
Satara,60,55,50,7.5,570.69451,25,40.16612911
Satara,65,55,50,7.5,360.2046586,25,51.96286578
Satara,70,55,50,7.5,907.3189899,25,82.86243015
Satara,75,55,50,7.5,320.567735,25,8.534004528
Satara,80,55,50,7.5,1094.564828,25,35.50103948
Satara,60,60,55,6,1854.568527,15,82.44295615
Satara,65,60,55,6,1616.841821,15,65.19396925
Satara,70,60,55,6,273.2127854,15,29.70587386
Satara,75,60,55,6,739.5646954,15,84.68817708
Satara,80,60,55,6,537.7597093,15,49.83606448
Sangli,120,60,80,6.5,320.4917393,20,50.33683724
Sangli,125,60,80,6.5,395.5529864,20,97.68214658
Sangli,130,60,80,6.5,1834.659871,20,94.76453382
Sangli,135,60,80,6.5,758.1497871,20,36.49473565
Sangli,140,60,80,6.5,906.0029772,20,14.91733374
Sangli,145,60,80,6.5,1074.261563,20,33.2410065
Sangli,150,60,80,6.5,1540.872377,20,4.017842771
Sangli,120,65,85,7,1637.066853,25,3.056020784
Sangli,125,65,85,7,1934.713177,25,40.15669149
Sangli,130,65,85,7,579.2205271,25,94.16096245
Sangli,135,65,85,7,741.9191213,25,87.26437678
Sangli,140,65,85,7,763.3292874,25,51.63284056
Sangli,145,65,85,7,1001.465828,25,56.95741174
Sangli,150,65,85,7,1653.327833,25,1.587416178
Sangli,120,70,90,6.5,631.020954,30,22.33461443
Sangli,125,70,90,6.5,1609.25918,30,3.452638567
Sangli,130,70,90,6.5,567.2720331,30,75.69941374
Sangli,135,70,90,6.5,1478.265711,30,15.41893381
Sangli,140,70,90,6.5,1638.202376,30,87.03566315
Sangli,145,70,90,6.5,1736.810733,30,64.68910705
Sangli,150,70,90,6.5,1118.513975,30,23.71244898
Sangli,120,75,95,7,791.6869759,20,16.61431139
Sangli,125,75,95,7,1590.29162,20,63.13484539
Sangli,130,75,95,7,777.6496229,20,90.18286105
Sangli,135,75,95,7,466.5597971,20,72.11766167
Sangli,140,75,95,7,1702.435608,20,35.50611851
Sangli,145,75,95,7,940.2336736,20,59.15097593
Sangli,150,75,95,7,1227.500779,20,31.76540784
Sangli,120,80,100,6.5,1853.199284,25,99.91580711
Sangli,125,80,100,6.5,444.4339182,25,75.13507966
Sangli,130,80,100,6.5,1202.931014,25,61.82378234
Sangli,135,80,100,6.5,1205.776265,25,42.90265513
Sangli,140,80,100,6.5,1751.40435,25,62.19707674
Sangli,145,80,100,6.5,814.2661502,25,34.81999018
Sangli,150,80,100,6.5,922.1853614,25,3.857619106
Sangli,120,60,85,7,1134.727691,30,40.11376371
Sangli,125,60,85,7,500.959968,30,93.11760114
Sangli,130,60,85,7,1047.19051,30,63.00380838
Sangli,135,60,85,7,984.9472296,30,9.311614604
Sangli,140,60,85,7,555.310055,30,88.61436773
Sangli,145,60,85,7,1699.440534,30,27.61861008
Sangli,150,60,85,7,975.8607711,30,25.13317982
Sangli,120,65,90,6.5,750.9186389,20,30.41200591
Sangli,125,65,90,6.5,434.6736259,20,58.14302138
Sangli,130,65,90,6.5,361.5460299,20,54.92412125
Sangli,135,65,90,6.5,1928.408408,20,49.64996171
Sangli,140,65,90,6.5,1991.276189,20,72.03614949
Sangli,145,65,90,6.5,1816.265691,20,32.3372354
Sangli,150,65,90,6.5,1025.536578,20,78.42438764
Sangli,120,70,95,7,1654.248368,25,18.35684616
Sangli,125,70,95,7,1701.707957,25,78.47945812
Sangli,130,70,95,7,739.6565792,25,66.71720042
Sangli,135,70,95,7,1254.85229,25,68.63762265
Sangli,140,70,95,7,1922.27963,25,48.67378632
Sangli,145,70,95,7,704.1220404,25,67.03315174
Sangli,150,70,95,7,1393.195474,25,8.899907609
Sangli,120,75,100,6.5,1392.574025,30,85.30356059
Sangli,125,75,100,6.5,1014.807173,30,6.499176115
Sangli,130,75,100,6.5,1082.591939,30,15.72540948
Sangli,135,75,100,6.5,1021.488522,30,58.10218114
Sangli,140,75,100,6.5,1137.938461,30,74.20173409
Sangli,145,75,100,6.5,467.8000328,30,8.54890487
Sangli,150,75,100,6.5,1630.544802,30,92.1557166
Sangli,120,80,80,7,1389.935203,20,97.38715723
Sangli,125,80,80,7,1952.880092,20,60.98906713
Sangli,130,80,80,7,642.1577403,20,48.64310208
Sangli,135,80,80,7,462.7428375,20,74.39810226
Sangli,140,80,80,7,816.5973186,20,33.50737788
Sangli,145,80,80,7,1117.534526,20,49.83317898
Sangli,150,80,80,7,569.017198,20,91.69895165
Sangli,120,60,90,6.5,1029.081856,25,95.6098871
Sangli,125,60,90,6.5,1356.703846,25,92.77984249
Sangli,130,60,90,6.5,301.1083312,25,26.98235863
Sangli,135,60,90,6.5,1564.453754,25,24.01443498
Sangli,140,60,90,6.5,1891.480305,25,30.46878609
Sangli,145,60,90,6.5,682.8467869,25,44.68980013
Sangli,150,60,90,6.5,1597.200269,25,32.10257387
Sangli,120,65,95,7,952.2816702,30,38.04706678
Sangli,125,65,95,7,1395.978791,30,62.44305826
Sangli,130,65,95,7,1537.428926,30,76.49004203
Sangli,135,65,95,7,730.9525687,30,73.82026163
Sangli,140,65,95,7,1617.315672,30,81.62793314
Sangli,145,65,95,7,389.2004034,30,4.186255918
Sangli,150,65,95,7,1976.104726,30,5.725645178
Sangli,120,70,100,6.5,806.6449729,20,79.14891311
Sangli,125,70,100,6.5,602.8449775,20,53.77480341
Sangli,130,70,100,6.5,449.5772822,20,58.2359267
Sangli,135,70,100,6.5,1661.927826,20,6.206099161
Sangli,140,70,100,6.5,1254.602672,20,26.27606632
Sangli,145,70,100,6.5,1913.006535,20,64.19707618
Sangli,150,70,100,6.5,1365.821103,20,86.05900712
Sangli,120,75,80,7,813.0673725,25,91.78135632
Sangli,125,75,80,7,1705.542561,25,50.54153009
Sangli,130,75,80,7,706.2230742,25,55.00194904
Sangli,135,75,80,7,723.5132337,25,83.47191348
Sangli,140,75,80,7,250.9041608,25,54.22483547
Sangli,145,75,80,7,653.6408404,25,52.16899403
Sangli,150,75,80,7,670.5815929,25,90.60331974
Sangli,120,80,85,6.5,735.5387137,30,79.20333938
Sangli,125,80,85,6.5,863.5314788,30,90.99818011
Sangli,130,80,85,6.5,1238.013169,30,22.60645842
Sangli,135,80,85,6.5,589.5038362,30,52.91317318
Sangli,140,80,85,6.5,1346.169831,30,84.40474073
Sangli,145,80,85,6.5,439.9671068,30,12.00363492
Sangli,150,80,85,6.5,1875.639616,30,79.67155328
Sangli,120,60,95,7,246.9984239,20,19.11436496
Sangli,125,60,95,7,1834.7562,20,81.00375674
Sangli,130,60,95,7,1184.960467,20,61.58809282
Sangli,135,60,95,7,1478.081621,20,20.13036316
Sangli,140,60,95,7,737.0169156,20,47.86206375
Sangli,145,60,95,7,512.8378128,20,68.50861148
Sangli,150,60,95,7,1905.130476,20,63.75143719
Sangli,120,65,100,6.5,993.8068719,25,43.29747243
Sangli,125,65,100,6.5,1064.923222,25,90.03728636
Sangli,130,65,100,6.5,1974.221128,25,52.40707803
Sangli,135,65,100,6.5,804.9238382,25,51.08086255
Sangli,140,65,100,6.5,380.3448836,25,7.162808404
Sangli,145,65,100,6.5,1256.445601,25,92.28991859
Sangli,150,65,100,6.5,1198.653646,25,18.5345403
Sangli,120,70,80,7,1591.587862,30,53.30612465
Sangli,125,70,80,7,1919.140572,30,80.55319254
Sangli,130,70,80,7,753.8138781,30,22.32987442
Sangli,135,70,80,7,1499.233606,30,53.20995571
Sangli,140,70,80,7,982.1055312,30,24.82780601
Sangli,145,70,80,7,1610.791021,30,76.20980478
Sangli,150,70,80,7,495.6985327,30,56.86977562
Sangli,120,75,85,6.5,1101.541551,20,85.74161018
Sangli,125,75,85,6.5,338.9364702,20,89.56124228
Sangli,130,75,85,6.5,1210.114153,20,65.22461476
Sangli,135,75,85,6.5,504.1524966,20,72.81373337
Sangli,140,75,85,6.5,1928.081125,20,55.37278989
Sangli,145,75,85,6.5,1197.794597,20,39.05844457
Sangli,150,75,85,6.5,1152.874259,20,65.16367438
Sangli,120,80,90,7,1950.195303,25,90.92057373
Sangli,125,80,90,7,1097.147516,25,42.25135766
Sangli,130,80,90,7,1418.107635,25,32.12659261
Sangli,135,80,90,7,284.0267522,25,39.45525692
Sangli,140,80,90,7,1475.009868,25,44.10436539
Sangli,145,80,90,7,387.7586728,25,8.282541869
Sangli,150,80,90,7,1604.422333,25,50.3457422
Sangli,120,60,100,6.5,1778.322499,30,49.93711056
Sangli,125,60,100,6.5,767.8421634,30,59.25593894
Sangli,130,60,100,6.5,1780.634025,30,36.91918302
Sangli,135,60,100,6.5,1068.746135,30,61.697652
Sangli,140,60,100,6.5,1228.836946,30,87.94341472
Sangli,145,60,100,6.5,939.769168,30,95.59162806
Sangli,150,60,100,6.5,1057.775829,30,58.7776094
Sangli,120,65,80,7,1834.887615,20,5.216504443
Sangli,125,65,80,7,1905.129926,20,96.95436373
Sangli,130,65,80,7,1002.564096,20,70.88034403
Sangli,135,65,80,7,1125.850651,20,34.26040121
Sangli,140,65,80,7,409.1149704,20,15.5686124
Sangli,145,65,80,7,786.118059,20,15.19844261
Sangli,150,65,80,7,1123.826922,20,17.60669621
Sangli,120,70,85,6.5,564.6489502,25,5.51167964
Sangli,125,70,85,6.5,1237.759875,25,90.31326468
Sangli,130,70,85,6.5,1433.509821,25,54.53605505
Sangli,135,70,85,6.5,1369.928082,25,70.29598186
Sangli,140,70,85,6.5,996.5224874,25,82.98274242
Sangli,145,70,85,6.5,1584.774417,25,79.36255963
Sangli,150,70,85,6.5,775.1403394,25,88.37795675
Sangli,120,75,90,7,1044.698482,30,96.75820763
Sangli,125,75,90,7,686.2787989,30,44.46799086
Sangli,130,75,90,7,1286.531462,30,95.0832112
Sangli,135,75,90,7,993.2726598,30,72.60570489
Sangli,140,75,90,7,590.8029438,30,7.99615084
Sangli,145,75,90,7,754.7329187,30,68.496529
Sangli,150,75,90,7,703.0425383,30,68.9849493
Sangli,120,80,95,6.5,1839.642895,20,90.68019582
Sangli,125,80,95,6.5,1139.517696,20,37.92028111
Sangli,130,80,95,6.5,1374.780509,20,58.90623853
Sangli,135,80,95,6.5,1882.520793,20,2.20656755
Sangli,140,80,95,6.5,527.9920315,20,33.87544898
Sangli,145,80,95,6.5,1886.408763,20,7.16212889
Sangli,150,80,95,6.5,1171.346978,20,52.6654243
Sangli,80,40,120,6,1741.185577,20,81.9273174
Sangli,85,40,120,6,502.3919988,20,21.43782652
Sangli,90,40,120,6,691.2845826,20,53.21666351
Sangli,95,40,120,6,549.5078532,20,21.19685501
Sangli,100,40,120,6,1376.159211,20,12.94815832
Sangli,80,45,125,6.5,453.3705246,25,51.5886824
Sangli,85,45,125,6.5,1626.540593,25,8.835713474
Sangli,90,45,125,6.5,650.7853241,25,59.14810848
Sangli,95,45,125,6.5,659.8558316,25,4.102408607
Sangli,100,45,125,6.5,706.0183335,25,11.56478221
Sangli,80,50,130,7,1543.498572,30,55.44975106
Sangli,85,50,130,7,1863.588713,30,59.54933388
Sangli,90,50,130,7,1833.518025,30,3.869706079
Sangli,95,50,130,7,382.2575978,30,57.76430201
Sangli,100,50,130,7,672.386426,30,84.01175001
Sangli,80,55,135,7.5,1409.927539,20,72.50930155
Sangli,85,55,135,7.5,1313.391153,20,13.98732529
Sangli,90,55,135,7.5,830.0523168,20,59.65499011
Sangli,95,55,135,7.5,1753.117982,20,67.55299751
Sangli,100,55,135,7.5,434.8392952,20,4.685888973
Sangli,80,60,140,6,1350.257381,25,85.6794192
Sangli,85,60,140,6,691.5520562,25,90.72047233
Sangli,90,60,140,6,1148.91432,25,85.19477506
Sangli,95,60,140,6,897.4758268,25,82.63851533
Sangli,100,60,140,6,1963.523179,25,74.75155465
Sangli,80,40,125,6.5,1076.046093,30,63.7097711
Sangli,85,40,125,6.5,1956.968107,30,68.18407349
Sangli,90,40,125,6.5,659.0376501,30,80.83313404
Sangli,95,40,125,6.5,1582.293678,30,66.58734738
Sangli,100,40,125,6.5,1490.704625,30,33.44496871
Sangli,80,45,130,7,1725.761517,20,38.22014911
Sangli,85,45,130,7,1448.493435,20,89.80868937
Sangli,90,45,130,7,1428.246377,20,2.695086494
Sangli,95,45,130,7,1389.273963,20,70.18323754
Sangli,100,45,130,7,1973.09283,20,95.52297769
Sangli,80,50,135,7.5,610.5759969,25,70.91658883
Sangli,85,50,135,7.5,254.2046327,25,99.39728683
Sangli,90,50,135,7.5,1420.347556,25,69.06694565
Sangli,95,50,135,7.5,510.207986,25,4.401939892
Sangli,100,50,135,7.5,1422.891074,25,82.87397828
Sangli,80,55,140,6,775.4337395,30,29.17836128
Sangli,85,55,140,6,278.0330913,30,45.15966534
Sangli,90,55,140,6,1585.582386,30,31.89709967
Sangli,95,55,140,6,292.9667147,30,27.58685651
Sangli,100,55,140,6,603.4489681,30,43.70916466
Sangli,80,60,120,6.5,805.5355408,20,38.4963934
Sangli,85,60,120,6.5,438.949011,20,63.7005196
Sangli,90,60,120,6.5,1844.42449,20,81.5019689
Sangli,95,60,120,6.5,1319.305684,20,30.41177667
Sangli,100,60,120,6.5,1775.712704,20,22.15839413
Sangli,80,40,130,7,1427.693713,25,67.02263182
Sangli,85,40,130,7,1985.501731,25,67.36168652
Sangli,90,40,130,7,1145.275038,25,90.21199269
Sangli,95,40,130,7,296.7738343,25,2.578622959
Sangli,100,40,130,7,489.5455598,25,85.45102555
Sangli,80,45,135,7.5,1259.178792,30,52.57921512
Sangli,85,45,135,7.5,825.9113703,30,62.50890683
Sangli,90,45,135,7.5,403.2070417,30,10.04577262
Sangli,95,45,135,7.5,628.6515355,30,43.82887835
Sangli,100,45,135,7.5,1054.227315,30,23.50293832
Sangli,80,50,140,6,1132.727366,20,26.16827798
Sangli,85,50,140,6,1882.246266,20,50.90541635
Sangli,90,50,140,6,363.222647,20,81.43313909
Sangli,95,50,140,6,844.0534103,20,74.63431208
Sangli,100,50,140,6,1110.888581,20,59.50899595
Sangli,80,55,120,6.5,403.8816457,25,54.40240108
Sangli,85,55,120,6.5,1438.043642,25,43.30329828
Sangli,90,55,120,6.5,1127.050564,25,97.29828738
Sangli,95,55,120,6.5,1027.121452,25,56.45906287
Sangli,100,55,120,6.5,1380.945033,25,26.14267343
Sangli,80,60,125,7,718.0664439,30,23.77898841
Sangli,85,60,125,7,810.788783,30,61.52395005
Sangli,90,60,125,7,492.857297,30,52.7599252
Sangli,95,60,125,7,1142.706743,30,1.762082493
Sangli,100,60,125,7,870.3357567,30,83.17647185
Sangli,80,40,135,7.5,668.5955551,20,70.70811307
Sangli,85,40,135,7.5,424.535974,20,66.52109968
Sangli,90,40,135,7.5,241.8053677,20,7.809285112
Sangli,95,40,135,7.5,548.0340886,20,36.84352917
Sangli,100,40,135,7.5,645.3671543,20,93.60284381
Sangli,80,45,140,6,1073.785352,25,86.39633489
Sangli,85,45,140,6,633.7939222,25,29.26875085
Sangli,90,45,140,6,1671.776289,25,16.54882953
Sangli,95,45,140,6,1053.432002,25,45.45970776
Sangli,100,45,140,6,1322.859376,25,36.22720749
Sangli,80,50,120,6.5,574.2890201,30,68.54041129
Sangli,85,50,120,6.5,949.0306322,30,96.6770462
Sangli,90,50,120,6.5,1284.999243,30,36.93714355
Sangli,95,50,120,6.5,759.8825983,30,7.160193093
Sangli,100,50,120,6.5,805.155336,30,89.86378683
Sangli,80,55,125,7,1653.36533,20,4.757023294
Sangli,85,55,125,7,1706.926467,20,95.32382382
Sangli,90,55,125,7,1159.293678,20,66.79336337
Sangli,95,55,125,7,1813.53936,20,94.22723164
Sangli,100,55,125,7,1526.027605,20,20.76630898
Sangli,80,60,130,7.5,299.5428546,25,5.02927973
Sangli,85,60,130,7.5,1207.052205,25,49.33278785
Sangli,90,60,130,7.5,1456.027935,25,45.61171804
Sangli,95,60,130,7.5,1173.592697,25,33.81773505
Sangli,100,60,130,7.5,1697.556531,25,95.80799096
Sangli,80,40,140,6,741.5068338,30,82.43578948
Sangli,85,40,140,6,317.8624397,30,66.49662012
Sangli,90,40,140,6,1340.516952,30,17.12297087
Sangli,95,40,140,6,1515.441103,30,73.69801741
Sangli,100,40,140,6,1577.456963,30,72.97423302
Sangli,80,45,120,6.5,219.9089422,20,43.08174919
Sangli,85,45,120,6.5,1412.080847,20,92.55380506
Sangli,90,45,120,6.5,237.3100117,20,17.53081034
Sangli,95,45,120,6.5,1594.61483,20,27.46641868
Sangli,100,45,120,6.5,1465.589253,20,7.259209586
Sangli,80,50,125,7,1221.345027,25,79.74964486
Sangli,85,50,125,7,1111.383931,25,62.55417922
